song_id,song_title,duration,popularity,stream,explicit_content,artist_id,album_id,genre_id,label_id,composer_id,producer_id,language_id
47862,Region,192.0,72,93275566,No,38746,47862,2,2,38577,38851,1
47863,Their write plant,240.0,44,2476046,Yes,38747,47863,2,5,32444,38852,1
47864,Very way source,254.0,15,73837585,No,38748,47864,1,3,38800,38689,1
47866,Design white successful,257.0,92,49511783,No,38750,47866,1,1,38802,38854,2
47867,System red identify,281.0,30,9148338,No,38751,47867,1,5,38803,38855,1
47868,Culture house tree entire,338.0,85,54127135,No,7437,47868,2,4,38804,38856,1
47871,Change hundred billion,262.0,7,25409480,Yes,15739,47871,2,6,5929,4091,1
47872,List lose reduce,286.0,66,79466078,Yes,38754,47872,3,6,38806,38858,1
47873,Attention view,345.0,30,4194975,Yes,36147,47873,3,3,38807,14490,1
47874,Mention note,287.0,69,11020726,No,37936,47874,1,1,12866,38859,6
47875,Smile onto relate,200.0,43,61162842,Yes,38755,47875,2,3,38808,38860,1
47876,Sense draw him,199.0,41,77090471,Yes,8818,47876,2,2,38809,38861,1
47877,Their,258.0,72,43257802,Yes,38756,47877,1,6,38810,18563,1
47878,Both everything foreign,204.0,99,59680464,No,38757,47878,2,4,29573,38862,1
47879,Career owner company,174.0,61,56237457,Yes,38758,47879,3,4,38811,32522,1
47880,Hold hotel perhaps,272.0,16,54396989,Yes,959,47880,3,2,38812,38863,1
47881,Short people from,281.0,30,35775286,Yes,3566,47881,2,6,38813,38864,1
47882,Care degree task,138.0,61,68300215,Yes,38759,47882,2,6,38814,38865,1
47883,Member control toward,303.0,57,54072353,Yes,38760,47883,4,2,38815,38866,3
47884,Open,204.0,66,1705784,No,38761,47884,3,4,38816,38867,1
47885,Else final,259.0,76,60479879,No,38762,47885,8,2,38817,17873,2
47886,Mrs couple including,279.0,70,76631500,Yes,38763,47886,8,2,30520,9574,1
47887,On foot enter same,197.0,87,71934958,No,38764,47887,2,6,1902,38868,3
47889,Leader tree,264.0,94,16612760,No,38766,47889,2,2,1016,17990,1
47890,Network democratic,246.0,69,37554295,No,38767,47890,1,2,38819,38869,1
47891,Case less,286.0,74,90893194,Yes,355,47891,2,6,15292,38870,1
47892,Near beautiful everybody,291.0,21,26277612,No,38768,47892,8,1,38820,7766,1
47894,Itself,279.0,45,79732219,No,38770,47894,2,6,38821,38872,1
47896,Think,259.0,65,62394714,No,38772,47896,8,4,21039,38874,1
47897,Each after forget,321.0,87,62419904,No,38773,47897,2,2,38823,38875,1
47900,Bring,247.0,50,40364852,Yes,38084,47900,2,4,38825,38877,1
47901,Right trade,249.0,24,44273633,No,38776,47901,3,2,38826,38878,1
47903,Ten agent,203.0,87,3893603,No,38778,47903,2,1,38828,21636,1
47904,Help him various,250.0,100,24169547,No,38779,47904,1,3,38829,428,5
47905,Use north meet,263.0,15,4903739,No,38780,47905,1,4,38830,7080,1
47906,Serve general finally,266.0,47,26289413,No,28273,47906,2,6,38831,14437,1
47907,Might likely throughout team,220.0,83,94187014,Yes,38781,47907,1,3,36516,38879,1
47908,Use religious position,320.0,63,63247878,Yes,10251,47908,2,3,20205,38880,1
47910,Arm yard,308.0,37,78546888,No,38783,47910,7,5,16917,38882,1
47911,Arm action,244.0,25,37224696,No,38784,47911,6,2,38833,38883,1
47912,Evidence page,182.0,8,97459283,Yes,22055,47912,4,6,33275,38884,3
47913,Political turn,249.0,25,30142490,No,38785,47913,3,3,38834,38885,3
47914,Lead attack perform,191.0,39,41078189,Yes,38786,47914,5,6,38835,38886,1
47916,Agency staff,263.0,15,15455626,No,38787,47916,2,6,38837,20385,7
47917,Without include,170.0,80,2651654,No,25378,47917,3,6,38838,38887,1
47918,Audience after room,267.0,69,39107117,Yes,38788,47918,1,5,38839,38888,3
47919,Than skin,236.0,10,17228785,No,38789,47919,3,5,38840,38889,1
47920,Too executive view,202.0,22,43045166,No,12194,47920,1,2,38841,38890,1
47921,Say structure,288.0,57,40255107,No,38790,47921,8,4,38842,21982,5
47922,Democratic degree close,278.0,85,79705791,Yes,6610,47922,3,1,24857,38891,1
47923,Then they share,233.0,42,8146858,No,38791,47923,2,3,38843,38892,3
47924,Wind different anything,258.0,81,2760432,No,31996,47924,2,5,38844,38893,1
47925,Exist your,186.0,76,58915021,No,38792,47925,1,4,38845,38894,5
47926,Interview one bill now,234.0,54,35729269,No,38793,47926,3,4,38846,38895,1
47927,Size serious ever that,221.0,76,12925715,No,38794,47927,1,5,38847,1718,1
47928,Create since,184.0,95,10973101,Yes,16110,47928,3,3,38848,38896,1
47929,Itself skin,142.0,17,75281699,Yes,38795,47929,8,2,38849,28929,2
47930,Big mission eight media,323.0,99,96964315,Yes,31549,47930,3,1,38850,38897,1
47931,Perform rather,226.0,98,63636882,No,38796,47931,8,3,38851,38898,1
47932,Sure already,277.0,3,50510713,No,38797,47932,3,3,38852,4844,1
47933,For affect should,261.0,80,30787277,Yes,38798,47933,1,4,36652,20869,1
47934,Yourself small news,232.0,86,20368077,Yes,14995,47934,1,6,38853,38899,2
47935,Reflect however,242.0,66,55854886,No,38799,47935,7,6,38854,38900,1
47936,Cause including each,275.0,45,59813745,Yes,20525,47936,3,6,38855,38901,1
47938,Surface middle strong,288.0,22,22718706,No,38800,47938,3,6,38856,1986,1
47939,Security heart,114.0,29,92160942,No,36785,47939,6,4,38857,38902,1
47940,Difficult in gun,190.0,80,69986911,Yes,32047,47940,2,4,31487,38903,1
47941,Know for,153.0,35,81931357,No,15974,47941,3,1,38858,38904,1
47942,Various color report,271.0,4,10347726,Yes,38801,47942,3,5,38859,31067,3
47943,Surface everything eat,296.0,58,80550764,No,1638,47943,3,4,38860,38905,1
47944,Bit level appear,127.0,35,79976198,Yes,2406,47944,2,2,38861,38906,1
47945,Too expert,189.0,54,84517983,Yes,21253,47945,3,4,38862,38907,2
47947,Explain benefit,279.0,5,31252653,Yes,38803,47947,9,2,38864,38909,1
47948,Parent,345.0,84,15884360,No,38804,47948,1,1,8038,4353,1
47949,Business can project,322.0,78,14859145,No,12655,47949,1,2,38865,38910,1
47951,Industry agree,174.0,99,83716896,Yes,38805,47951,1,1,38867,38911,6
47952,Staff stand star simply,197.0,66,33975725,No,12318,47952,7,6,38868,38912,1
47953,Quickly discover according,196.0,67,6973904,Yes,38806,47953,3,3,38869,38913,1
47955,Law president drug,189.0,93,42627911,No,38808,47955,3,1,4231,38914,3
47957,Paper,189.0,74,14862172,Yes,35479,47957,5,5,11145,38915,1
47959,There child lawyer,195.0,81,43194010,No,38811,47959,6,6,11633,38917,1
47961,Beautiful participant condition,258.0,8,57380696,Yes,11929,47961,2,5,38872,38919,1
47962,I computer,278.0,19,54866386,No,34526,47962,7,4,38873,7197,1
47963,Card experience,298.0,39,92025140,No,38813,47963,2,1,8418,28216,3
47964,Others right,257.0,90,12399344,Yes,38814,47964,2,3,3276,38187,2
47965,Democrat movement,199.0,38,41101539,No,38815,47965,8,3,38874,8877,1
47966,Sea admit,269.0,46,17089870,No,19186,47966,2,4,3032,38920,1
47967,Member writer bag morning,290.0,9,37622703,No,38816,47967,2,3,30777,38921,1
47968,Into gas happy money,281.0,98,29983412,Yes,38817,47968,6,1,38875,8760,1
47969,Low history,285.0,18,48212670,Yes,38818,47969,4,3,23596,38922,1
47970,Education position quality wonder,263.0,69,6322505,Yes,38819,47970,8,6,38876,6149,1
47971,Employee bit who past,255.0,90,40805971,No,38820,47971,2,4,20619,38923,1
47973,Focus thing popular red,282.0,90,96141882,Yes,8488,47973,1,3,38878,38924,1
47974,Buy such,241.0,63,1825537,Yes,4766,47974,2,3,38879,38925,1
47976,Spend approach,206.0,57,5616821,No,36730,47976,1,5,21577,38926,1
47977,Firm change,254.0,91,77063306,No,38823,47977,6,3,38881,5010,6
47979,Every yeah,259.0,74,20320475,Yes,38825,47979,5,6,38883,10462,1
47980,Administration model,242.0,17,75988750,No,38826,47980,1,3,38884,16747,1
47981,Grow season tonight,168.0,5,5080184,Yes,38827,47981,9,3,38885,38927,1
47982,Fish citizen,249.0,8,63146390,Yes,38828,47982,3,2,38886,19325,3
47983,Dog return,160.0,97,34714838,Yes,38829,47983,1,6,38887,38928,1
47984,Exist instead positive,287.0,100,65603346,Yes,9616,47984,1,3,38888,17117,1
47985,Senior hair other go,285.0,60,51855245,Yes,38830,47985,2,1,38889,38929,1
47986,Phone doctor fight,244.0,8,39334128,No,38831,47986,8,2,35099,7801,1
47987,Late someone,293.0,47,76647005,Yes,38832,47987,8,2,16430,38930,1
47988,How world,336.0,28,68218741,No,38833,47988,8,1,2013,38931,1
47989,Fill current must,201.0,96,4198458,No,38834,47989,4,1,38890,14448,3
47990,Similar put,177.0,21,8349164,Yes,38835,47990,4,1,38891,38932,1
47991,Nation south fly,231.0,47,77925201,Yes,7017,47991,2,6,13511,5862,1
47992,During owner,241.0,20,14513057,No,6834,47992,1,2,38892,38933,1
47993,City enter,171.0,84,87554501,Yes,38836,47993,2,6,38893,23069,1
47994,Write bring,226.0,14,60633319,Yes,38837,47994,3,6,38894,9049,1
47997,Factor challenge central once,288.0,36,16047930,Yes,38840,47997,1,3,38896,872,7
47998,Should one story,249.0,27,77566112,No,1753,47998,5,4,38897,38936,1
47999,Space,213.0,57,58899441,No,38841,47999,1,4,38898,38937,1
48001,Recently data when,174.0,62,45568512,No,12148,48001,7,3,38899,38939,1
48002,Whatever test,287.0,93,44284061,No,38843,48002,3,2,24797,38940,1
48003,Write each every,148.0,41,72134045,Yes,8096,48003,8,1,10802,38941,5
48004,Look forget,220.0,98,78023520,No,38844,48004,1,6,38900,16583,6
48005,Good church,215.0,42,86601840,Yes,38845,48005,2,1,27895,38942,7
48007,Position between,149.0,46,3357376,No,32521,48007,3,4,38902,38944,1
48008,Sure court,259.0,53,63125626,Yes,38846,48008,5,1,38903,38945,1
48009,Bed responsibility,167.0,8,76583345,No,30379,48009,3,4,38904,9838,1
48010,Run avoid,218.0,12,64368569,No,38847,48010,2,5,8654,38946,3
48011,Agreement sense hope,188.0,53,93409825,No,16131,48011,3,5,38905,38947,1
48013,Everybody mother,212.0,16,87486287,No,38848,48013,1,5,38906,33406,1
48014,Statement,202.0,5,61699923,Yes,16294,48014,3,6,38907,38949,1
48015,City sister black,273.0,43,98627992,No,38849,48015,3,1,38908,38950,2
48016,Avoid brother phone,296.0,54,67613562,No,34248,48016,2,4,38909,38951,1
48018,Record move example,199.0,22,89623448,No,38850,48018,1,5,38911,38952,1
48019,Either bank space,277.0,77,70992589,Yes,34404,48019,3,3,38912,19,1
48020,Culture across which,235.0,21,25613973,Yes,18486,48020,2,2,16040,38953,4
48022,Watch pretty Mrs,245.0,40,25424868,Yes,33260,48022,9,3,139,4253,1
48023,Matter hand tonight,183.0,67,48511651,No,38852,48023,2,1,8784,38955,1
48024,Foot goal fish audience,337.0,72,85995898,No,4161,48024,3,5,21351,38956,5
48025,Throughout conference discover,252.0,40,46483743,No,16054,48025,1,2,38914,38957,1
48026,Heart possible weight,275.0,31,67499889,Yes,38853,48026,7,3,38915,16352,1
48027,Red anything,321.0,96,67365058,No,24472,48027,2,4,2454,31477,5
48028,Environment article,306.0,59,73960632,No,38854,48028,3,6,38916,38958,2
48029,Officer since,240.0,11,2110920,No,19751,48029,3,5,38917,7481,1
48030,Ten woman city,263.0,90,50874317,Yes,5314,48030,3,4,38918,38959,1
48031,Kitchen road,279.0,38,2841500,Yes,8198,48031,1,1,38919,38960,6
48032,Build around,288.0,92,85910317,No,38855,48032,3,6,38920,38961,2
48033,Morning when follow,353.0,59,90221432,No,38795,48033,3,5,38921,38962,1
48034,Body daughter result data,188.0,74,99955728,No,38856,48034,2,5,6688,12756,1
48035,Model fact indeed,275.0,40,69120288,No,38857,48035,2,1,38922,38963,5
48036,Economy social news,217.0,37,76889435,No,38858,48036,3,2,38923,38964,7
48037,Shoulder yard ago,211.0,57,94499867,No,38859,48037,4,1,38924,35760,1
48038,Near,294.0,8,46779517,No,38860,48038,3,2,38925,38965,1
48039,Example quite,329.0,79,43984366,Yes,6165,48039,3,6,38926,38966,3
48040,Nor do,303.0,45,80873237,Yes,38861,48040,3,3,38927,24015,1
48041,Toward daughter himself,229.0,46,21359672,No,8495,48041,6,2,38928,38967,1
48042,Possible thing wonder,226.0,29,39965827,Yes,14894,48042,7,6,6070,3779,1
48043,Middle list,226.0,3,20831229,No,38862,48043,1,1,38929,4376,7
48044,Early section kitchen,215.0,46,51198989,No,38863,48044,2,5,2618,38968,1
48045,Whether sister,244.0,83,56615964,Yes,14858,48045,3,1,38930,38969,1
48046,Would compare blue,324.0,48,29406865,Yes,38864,48046,3,6,38931,8508,3
48048,Face impact,234.0,75,58576332,Yes,38866,48048,3,4,38932,38970,3
48049,Reality design enough,279.0,74,22696394,Yes,12273,48049,5,3,38933,38971,1
48050,Avoid once soon step,275.0,16,41703977,No,38867,48050,3,4,38934,11564,1
48051,Service sing material,253.0,11,89204148,No,38868,48051,2,5,38935,38972,5
48052,Seem development outside sense,339.0,68,60918591,Yes,38869,48052,1,3,38936,38973,2
48054,Front push keep,263.0,57,76901468,Yes,33602,48054,3,4,38938,38974,2
48055,Girl same,277.0,88,94606207,Yes,38871,48055,3,2,8085,38975,1
48057,Happy nothing,236.0,68,16912385,Yes,38872,48057,1,3,38940,19981,3
48058,Arrive board contain,194.0,67,31602308,Yes,38873,48058,1,5,22715,12971,1
48059,Concern hour safe,286.0,88,89786358,No,9030,48059,3,5,37030,13850,6
48060,Others,192.0,16,24655721,No,38874,48060,3,3,8665,5698,6
48061,Week,246.0,21,14188359,Yes,34651,48061,3,6,38941,19291,1
48062,Pattern then,251.0,13,72421106,Yes,37045,48062,6,2,25598,38976,1
48063,Market seat,195.0,24,68587951,No,7675,48063,1,5,38942,38977,1
48064,Performance think speech,275.0,31,12449262,No,38875,48064,3,4,7171,31649,3
48065,Fight such imagine,310.0,51,49885200,No,38876,48065,7,5,10975,14093,2
48066,Network former sit hear,309.0,97,99930111,Yes,38877,48066,3,5,38943,38978,1
48068,National,203.0,7,30573587,Yes,28199,48068,2,3,38944,38980,1
48070,Cold rate,277.0,54,28510334,Yes,38879,48070,3,1,38946,18484,6
48071,Couple education,211.0,64,4577513,No,38880,48071,2,1,1066,38982,1
48072,Bring win large,279.0,16,17955647,Yes,38881,48072,2,4,16076,11649,1
48073,Whatever play job,173.0,77,94157613,No,1726,48073,1,5,19501,38983,1
48075,Return which two,244.0,39,14315748,No,38882,48075,3,5,18818,38985,1
48076,Really over,189.0,6,1589131,Yes,38883,48076,3,6,2743,24793,1
48078,Really serve hospital,244.0,37,82998621,No,38885,48078,3,1,702,512,2
48079,Mouth which worry,306.0,70,19549248,Yes,12063,48079,2,5,38948,2111,1
48080,Near forward whatever,272.0,44,87045442,Yes,38886,48080,2,1,38949,38987,1
48081,Join leave,257.0,72,45634240,Yes,38887,48081,4,2,38950,38988,1
48082,Hotel man,256.0,56,13003682,No,15172,48082,7,5,38951,9049,1
48083,Number fund authority,279.0,60,69097527,No,38888,48083,2,5,38952,38989,1
48084,Practice shake safe attention,275.0,96,19460719,Yes,38889,48084,3,1,38953,38990,3
48085,Add affect,299.0,76,82330782,No,38890,48085,2,4,38954,38991,1
48086,Reduce senior,260.0,36,68234566,Yes,38891,48086,4,3,38955,38992,3
48087,Apply why wait,238.0,56,90755137,No,38892,48087,2,2,38956,38993,1
48089,So moment foreign,189.0,74,70368661,No,2842,48089,5,5,8245,38995,1
48090,Only its,249.0,84,4377157,Yes,23223,48090,1,4,38958,38996,1
48091,Herself,131.0,98,37984711,No,38893,48091,1,6,15815,38997,1
48092,Benefit recent past,200.0,69,52545075,No,266,48092,2,5,2331,38998,1
48093,World participant discuss,304.0,48,99172958,No,18614,48093,3,1,38959,38999,1
48094,Cut fund word,291.0,64,61203872,No,33044,48094,2,6,38960,39000,1
48096,South risk project as,195.0,92,31492923,Yes,38895,48096,9,6,38961,33810,5
48097,Capital customer try,214.0,70,91191578,No,33063,48097,2,1,38962,39002,1
48098,Player rock lot interesting,268.0,29,46683535,No,27782,48098,7,1,38963,39003,1
48099,Pass carry administration,181.0,4,38203109,Yes,38896,48099,1,2,12405,39004,3
48100,Scene most contain,148.0,67,33673377,No,38897,48100,3,5,4366,39005,1
48101,Last popular price show,302.0,30,70287348,No,38898,48101,2,5,38964,584,3
48102,Play course,241.0,79,92795062,No,20079,48102,1,5,38965,39006,4
48104,Deep total,243.0,83,21167560,Yes,10522,48104,2,2,38967,39008,1
48105,Do performance kitchen,296.0,80,61830675,No,38900,48105,5,6,38968,28939,3
48106,World vote,209.0,80,95280396,Yes,3355,48106,8,2,38969,15570,1
48107,Begin north,163.0,18,63978649,No,38901,48107,8,4,38970,15923,1
48109,Cup go,208.0,45,17417783,Yes,38903,48109,1,4,38972,39009,1
48110,Teacher science about,263.0,50,96746722,No,38904,48110,1,3,38973,24101,3
48111,Chance performance,268.0,47,19141640,Yes,9941,48111,3,3,38974,39010,1
48112,Suddenly leader,208.0,18,46825486,Yes,38905,48112,6,6,36377,39011,6
48113,Forget,138.0,47,87922002,No,38906,48113,1,1,38975,39012,1
48114,American of,198.0,9,48807426,No,38907,48114,2,2,38976,363,1
48115,Commercial moment design,251.0,100,36506348,No,8418,48115,3,6,38977,39013,1
48116,Wrong yeah,307.0,39,5569080,No,38908,48116,1,3,38978,39014,1
48117,Item you continue,167.0,80,58689273,Yes,38909,48117,6,1,38979,16384,2
48118,Left any,209.0,71,24318421,Yes,13446,48118,4,2,38980,39015,1
48119,Player sometimes about rule,213.0,97,75386896,Yes,38910,48119,1,2,38981,39016,1
48120,Baby,220.0,7,195479,Yes,38911,48120,2,1,38982,39017,1
48121,Half amount that,288.0,84,39268593,Yes,38912,48121,7,1,36354,39018,3
48122,Common ago,180.0,61,42632502,No,38913,48122,2,6,38983,39019,1
48123,Five two,225.0,75,81728998,No,38914,48123,1,5,38984,39020,4
48124,Star stop world,204.0,22,65468652,No,38915,48124,6,3,6534,39021,1
48125,Side wind another,300.0,37,75863427,No,38916,48125,2,4,4136,39022,1
48126,Natural compare open,281.0,54,47300811,No,38917,48126,1,3,18820,22121,1
48127,Provide air back,256.0,16,21847883,Yes,26237,48127,3,2,38985,39023,4
48129,Too not medical,195.0,48,45532114,Yes,38919,48129,3,3,38624,39024,3
48130,Control son,240.0,51,98967351,No,38920,48130,1,5,38986,15297,1
48132,Sometimes option tonight boy,176.0,26,54104827,No,24227,48132,7,4,3366,33102,1
48133,Challenge economy,187.0,62,68960507,No,38922,48133,3,4,38988,16091,1
48134,Democratic article case,262.0,60,64433700,Yes,38923,48134,3,3,38989,39025,1
48135,Thought fast visit,212.0,37,17812495,No,38924,48135,1,1,5311,39026,3
48136,Six Mr,205.0,89,32867693,No,38925,48136,2,2,38990,39027,1
48137,Southern effort window,184.0,98,96072860,No,38926,48137,1,3,38991,39028,3
48138,Floor although,194.0,36,84929638,No,2985,48138,2,6,26364,39029,3
48139,Smile participant,192.0,61,42986015,Yes,38927,48139,1,4,38666,39030,1
48140,Best such,208.0,28,49224405,Yes,38928,48140,3,6,38992,5242,1
48141,Focus easy,283.0,83,88707084,No,38929,48141,2,1,14426,14590,1
48142,Dream,258.0,71,89473362,No,38930,48142,2,1,2167,39031,1
48143,Personal program professional,269.0,25,59648711,No,4882,48143,1,4,38993,21775,1
48144,Image type will,229.0,48,26476802,No,38931,48144,3,6,38994,39032,7
48145,Design clearly entire,264.0,27,83503395,No,38932,48145,2,6,38995,10874,1
48146,General former,189.0,10,53290526,Yes,33558,48146,2,4,38996,39033,1
48147,Material something,195.0,89,44354915,Yes,2754,48147,1,1,38997,39034,1
48148,Without watch,183.0,73,33684062,Yes,38933,48148,9,4,38998,39035,3
48149,Husband share,248.0,18,17206669,No,38934,48149,6,2,3819,39036,2
48150,Point moment,149.0,59,11143309,No,22562,48150,3,2,12831,39037,5
48151,Value method series,195.0,40,98421175,Yes,12663,48151,8,5,38999,39038,3
48152,Bit,228.0,87,73066399,No,38935,48152,1,6,28864,39039,1
48153,Reason others,175.0,83,59834124,Yes,38936,48153,8,6,39000,39040,1
48154,Those lay answer,310.0,27,61129055,No,38937,48154,1,3,39001,39041,1
48155,A,236.0,74,14883414,No,38938,48155,4,1,39002,39042,1
48156,A customer,256.0,65,33686953,No,29233,48156,8,5,39003,39043,1
48157,Politics in,339.0,45,91722583,No,38939,48157,3,5,39004,39044,7
48161,Fill character population,188.0,37,39685200,No,38941,48161,8,2,39008,39048,1
48162,Together,267.0,17,27160430,No,38942,48162,2,4,39009,39049,1
48163,Under lead conference,278.0,34,52232210,No,38943,48163,3,2,39010,39050,7
48164,Trip page toward,233.0,93,3913506,No,38944,48164,4,1,39011,281,1
48165,Car begin sister,272.0,12,37087518,No,38945,48165,4,1,39012,39051,1
48166,Water smile,239.0,46,66455515,Yes,38946,48166,2,4,6805,39052,1
48168,Themselves figure keep,222.0,61,20831183,Yes,26850,48168,1,6,39014,39053,1
48169,Important measure behind,165.0,99,62063499,Yes,38948,48169,2,4,39015,39054,5
48170,For new old right,204.0,31,45720231,No,38949,48170,2,2,39016,39055,1
48171,Executive design process,200.0,60,89452103,Yes,38950,48171,1,3,13209,39056,1
48172,Really produce detail,250.0,74,38437596,No,38951,48172,9,4,39017,2170,3
48173,Long employee effort,334.0,17,14038513,Yes,38952,48173,1,6,37020,19044,1
48174,Gun article drop,205.0,38,89927703,No,38953,48174,3,2,39018,6685,1
48175,Sing thought,284.0,90,20996946,Yes,38954,48175,6,5,39019,39057,1
48176,According up across,231.0,21,72644520,Yes,38955,48176,2,6,39020,8051,1
48177,Against,224.0,65,43684139,Yes,38956,48177,8,4,39021,39058,5
48178,Baby me young,362.0,68,20178506,No,23144,48178,1,4,39022,39059,1
48179,Behind light music,313.0,9,35444159,Yes,4406,48179,1,1,39023,39060,4
48180,Save class,224.0,32,81581563,No,38957,48180,1,4,39024,30547,1
48182,Soon war economic,225.0,92,38231047,Yes,38959,48182,1,5,13964,39061,1
48183,Create ball,207.0,20,83286782,Yes,38960,48183,2,6,39026,39062,5
48184,Recent accept worker,268.0,36,94190340,No,30923,48184,3,6,6938,12421,1
48185,Recently low,281.0,52,1006842,Yes,38961,48185,4,3,39027,16884,1
48186,Raise only after,267.0,22,72628878,No,31956,48186,3,6,39028,39063,3
48187,Have much,176.0,7,50959630,No,38962,48187,2,4,2020,39064,1
48188,Direction,262.0,95,76784225,No,22856,48188,2,4,39029,502,1
48189,Page pay,226.0,9,17652409,No,38963,48189,2,3,27382,32247,3
48190,Product off former,250.0,77,3286282,No,38964,48190,3,4,39030,4293,1
48191,State ground,240.0,86,81339244,Yes,38965,48191,1,2,39031,39065,1
48193,Possible herself,232.0,45,97799338,Yes,22929,48193,5,6,29801,39067,1
48194,Yeah industry,289.0,29,73037487,No,14827,48194,1,6,39032,15587,1
48196,Director government,261.0,19,44030436,Yes,38967,48196,8,6,10451,36497,1
48197,Administration side scene,278.0,7,2130903,Yes,38968,48197,6,4,6478,39069,1
48198,General right same,320.0,52,29346970,No,38969,48198,2,1,39034,39070,1
48199,Peace easy,259.0,58,24641243,Yes,1786,48199,9,3,39035,8682,1
48200,Position matter late,213.0,78,83324551,No,38970,48200,2,2,39036,39071,1
48201,Possible risk,266.0,46,39556818,Yes,28505,48201,8,6,2340,39072,3
48202,Player bank fire,193.0,3,47750841,Yes,38971,48202,3,5,18177,39073,5
48205,Call accept,195.0,16,28069161,No,10327,48205,3,6,39039,39075,5
48206,Without American,207.0,100,37991009,No,38972,48206,2,1,39040,39076,1
48207,Gun story fact,260.0,80,39564386,Yes,38973,48207,2,3,15708,960,3
48209,Now into down,247.0,73,86664161,No,38975,48209,1,3,39041,39078,1
48210,Bit most,297.0,89,14237446,Yes,38976,48210,3,6,39042,39079,1
48211,Along less,209.0,37,87176552,No,7442,48211,4,6,39043,39080,4
48212,Republican let,309.0,53,73635470,No,38977,48212,2,6,39044,39081,1
48213,Above,189.0,66,42458156,No,38978,48213,9,6,39045,39082,6
48214,Grow film,208.0,51,27967543,Yes,38979,48214,3,5,39046,39083,1
48215,Avoid growth,270.0,86,18851995,Yes,15308,48215,3,6,39047,36552,1
48216,Or wrong edge range,217.0,25,65403947,No,458,48216,1,6,39048,39084,2
48217,Pressure establish two,266.0,26,4531431,No,38980,48217,2,3,39049,16802,1
48218,Tv raise,220.0,95,79420940,No,38981,48218,3,5,39050,39085,1
48219,Remember attention a,230.0,30,50736273,No,10954,48219,2,4,14341,39086,7
48220,Simply part action outside,270.0,84,12963998,No,7158,48220,1,4,39051,39087,1
48221,Subject,239.0,82,76850790,Yes,38982,48221,2,6,39052,39088,4
48222,Democratic wish paper,238.0,20,11017768,No,38983,48222,1,3,39053,16495,1
48223,Never,155.0,83,20250070,No,38984,48223,1,3,29845,9247,1
48224,Garden own,324.0,76,36845381,Yes,16129,48224,7,5,39054,39089,1
48225,School explain per,264.0,78,62751664,No,38985,48225,3,4,39055,39090,7
48228,Wear,286.0,76,48055151,Yes,38987,48228,2,5,39057,39093,1
48230,Indicate,203.0,12,94622380,No,38988,48230,3,5,39059,39095,3
48231,Already moment prevent,218.0,69,68823448,Yes,38989,48231,2,5,39060,39096,1
48233,Treat,280.0,25,13461007,No,37691,48233,1,2,8555,16775,1
48235,Strategy suddenly plan,345.0,99,8120640,No,32442,48235,2,1,2535,39098,1
48236,Radio,258.0,29,10424025,No,38992,48236,2,2,4344,9951,1
48237,Group unit film,254.0,68,43092628,Yes,1347,48237,3,6,39061,39099,1
48238,Mouth close us,253.0,83,99097794,No,13458,48238,2,2,3531,39100,5
48239,Money card,308.0,48,11778865,Yes,38993,48239,8,5,39062,39101,1
48241,Trip single second,316.0,24,18665917,No,38994,48241,1,2,20,39102,1
48242,Foot discussion,255.0,20,17046922,No,19376,48242,2,2,39064,11414,3
48243,Great fund significant hard,277.0,44,86110483,No,38995,48243,3,2,39065,39103,6
48244,Finally speech per,174.0,1,99720866,Yes,38996,48244,1,3,14765,39104,1
48245,Different born second,272.0,46,83690199,No,38997,48245,2,2,39066,39105,1
48246,Detail weight,269.0,74,68991041,No,38998,48246,1,5,39067,890,1
48247,Knowledge figure one,195.0,56,82441400,No,38999,48247,1,5,39068,39106,1
48248,Language type,216.0,24,76532654,No,5140,48248,6,5,9046,39107,1
48249,Cause process PM,258.0,50,83189062,No,39000,48249,1,3,23921,39108,1
48250,Reflect size perhaps,242.0,7,42603053,No,6134,48250,4,3,39069,4291,1
48251,Maybe school common,130.0,81,42927816,No,39001,48251,4,1,16535,39109,4
48252,Reflect note consider,249.0,95,8732055,Yes,39002,48252,1,4,39070,39110,1
48254,In some,208.0,77,35856954,No,39004,48254,1,5,409,39112,1
48255,Foot,222.0,50,46634516,Yes,39005,48255,2,6,39072,39113,1
48256,Way race necessary,427.0,55,33519384,Yes,39006,48256,7,6,39073,39114,3
48257,Sell direction bag,181.0,16,21851877,Yes,39007,48257,3,2,39074,39115,1
48258,Cause fly action,207.0,95,98758629,Yes,39008,48258,3,1,26209,39116,4
48259,Thank probably section,253.0,80,16488593,No,8513,48259,2,6,28490,39117,1
48260,Interest,192.0,7,61361828,No,39009,48260,9,2,39075,24986,1
48261,Personal again,209.0,61,90465546,Yes,39010,48261,3,4,39076,36486,1
48262,Animal word but,207.0,95,12290576,No,39011,48262,2,5,39077,39118,3
48263,Sure from,174.0,36,69444839,Yes,3973,48263,1,1,39078,39119,3
48264,Rock likely image,273.0,13,15465416,Yes,39012,48264,9,2,39079,38389,2
48265,Camera pattern,223.0,13,99131059,Yes,39013,48265,3,1,39080,6006,1
48266,Account watch son,188.0,32,39130911,No,39014,48266,2,1,39081,28228,3
48267,Admit yes whatever,269.0,70,48162171,No,15301,48267,1,5,39082,4918,1
48269,Reflect visit audience,272.0,3,42198289,No,39016,48269,2,3,39083,39121,1
